,pax_id,origin,destination,treq,tdep,ttrav,tarr,tdrop,shareable,schedule_id,dist,car_park_cost,dest_center,ride_id,position,sim_schedule
156,156,5392221768,1402771661,2021-11-01 11:01:11,,0 days 00:04:50,2021-11-01 11:06:01,,False,,2900,7.5,False,156,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.392222e+09  NaN   156.0     o
2  1.402772e+09  NaN   156.0     d"
157,157,44813852,1413911024,2021-11-01 11:01:17,,0 days 00:03:51,2021-11-01 11:05:08,,False,,2317,7.5,False,157,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481385e+07  NaN   157.0     o
2  1.413911e+09  NaN   157.0     d"
158,158,549920740,1563023404,2021-11-01 11:02:13,,0 days 00:06:47,2021-11-01 11:09:00,,False,,4073,7.5,False,158,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.499207e+08  NaN   158.0     o
2  1.563023e+09  NaN   158.0     d"
159,159,4599961513,44814930,2021-11-01 11:03:16,,0 days 00:06:54,2021-11-01 11:10:10,,False,,4141,7.5,False,159,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.599962e+09  NaN   159.0     o
2  4.481493e+07  NaN   159.0     d"
160,160,44812602,1436427159,2021-11-01 11:03:54,,0 days 00:03:42,2021-11-01 11:07:36,,False,,2228,7.5,False,160,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481260e+07  NaN   160.0     o
2  1.436427e+09  NaN   160.0     d"
161,161,1433963001,44878928,2021-11-01 11:05:04,,0 days 00:05:34,2021-11-01 11:10:38,,False,,3342,7.5,False,161,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.433963e+09  NaN   161.0     o
2  4.487893e+07  NaN   161.0     d"
162,162,44755694,565034413,2021-11-01 11:05:14,,0 days 00:04:13,2021-11-01 11:09:27,,False,,2539,7.5,False,162,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44755694.0  NaN   162.0     o
2  565034413.0  NaN   162.0     d"
163,163,2166211039,44824645,2021-11-01 11:05:21,,0 days 00:05:31,2021-11-01 11:10:52,,False,,3313,7.5,False,163,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.166211e+09  NaN   163.0     o
2  4.482464e+07  NaN   163.0     d"
164,164,4986579661,5750227856,2021-11-01 11:07:20,,0 days 00:06:44,2021-11-01 11:14:04,,False,,4042,7.5,False,164,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.986580e+09  NaN   164.0     o
2  5.750228e+09  NaN   164.0     d"
165,165,5368864466,4246176868,2021-11-01 11:07:38,,0 days 00:06:49,2021-11-01 11:14:27,,False,,4091,7.5,False,165,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.368864e+09  NaN   165.0     o
2  4.246177e+09  NaN   165.0     d"
166,166,7003131561,2587864260,2021-11-01 11:07:48,,0 days 00:05:03,2021-11-01 11:12:51,,False,,3038,7.5,False,166,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.003132e+09  NaN   166.0     o
2  2.587864e+09  NaN   166.0     d"
167,167,1608998181,559635312,2021-11-01 11:07:49,,0 days 00:03:52,2021-11-01 11:11:41,,False,,2327,7.5,False,167,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   167.0     o
2  5.596353e+08  NaN   167.0     d"
168,168,44864086,1413910851,2021-11-01 11:08:00,,0 days 00:05:42,2021-11-01 11:13:42,,False,,3424,7.5,False,168,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486409e+07  NaN   168.0     o
2  1.413911e+09  NaN   168.0     d"
169,169,44820019,5124502150,2021-11-01 11:10:51,,0 days 00:06:22,2021-11-01 11:17:13,,False,,3827,7.5,False,169,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.482002e+07  NaN   169.0     o
2  5.124502e+09  NaN   169.0     d"
170,170,1570985012,44822503,2021-11-01 11:11:13,,0 days 00:04:57,2021-11-01 11:16:10,,False,,2977,7.5,False,170,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.570985e+09  NaN   170.0     o
2  4.482250e+07  NaN   170.0     d"
171,171,44720695,1569647751,2021-11-01 11:11:21,,0 days 00:07:49,2021-11-01 11:19:10,,False,,4696,7.5,False,171,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.472070e+07  NaN   171.0     o
2  1.569648e+09  NaN   171.0     d"
172,172,44834656,44753489,2021-11-01 11:12:12,,0 days 00:04:07,2021-11-01 11:16:19,,False,,2477,7.5,False,172,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44834656.0  NaN   172.0     o
2  44753489.0  NaN   172.0     d"
173,173,629532237,44859966,2021-11-01 11:13:35,,0 days 00:04:31,2021-11-01 11:18:06,,False,,2712,7.5,False,173,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  629532237.0  NaN   173.0     o
2   44859966.0  NaN   173.0     d"
174,174,44837714,44856852,2021-11-01 11:14:14,,0 days 00:05:30,2021-11-01 11:19:44,,False,,3306,7.5,False,174,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44837714.0  NaN   174.0     o
2  44856852.0  NaN   174.0     d"
175,175,1584013959,1413911073,2021-11-01 11:14:27,,0 days 00:04:25,2021-11-01 11:18:52,,False,,2652,7.5,False,175,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584014e+09  NaN   175.0     o
2  1.413911e+09  NaN   175.0     d"
176,176,1679761090,44831889,2021-11-01 11:17:29,,0 days 00:04:47,2021-11-01 11:22:16,,False,,2871,7.5,False,176,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   176.0     o
2  4.483189e+07  NaN   176.0     d"
177,177,4300794721,44798698,2021-11-01 11:17:49,,0 days 00:04:19,2021-11-01 11:22:08,,False,,2590,7.5,False,177,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.300795e+09  NaN   177.0     o
2  4.479870e+07  NaN   177.0     d"
178,178,1668136752,1448535909,2021-11-01 11:18:23,,0 days 00:04:18,2021-11-01 11:22:41,,False,,2581,7.5,False,178,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.668137e+09  NaN   178.0     o
2  1.448536e+09  NaN   178.0     d"
179,179,1668136757,44830126,2021-11-01 11:22:42,,0 days 00:06:03,2021-11-01 11:28:45,,False,,3638,7.5,False,179,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.668137e+09  NaN   179.0     o
2  4.483013e+07  NaN   179.0     d"
180,180,4555788280,44708875,2021-11-01 11:24:05,,0 days 00:06:27,2021-11-01 11:30:32,,False,,3877,7.5,False,180,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.555788e+09  NaN   180.0     o
2  4.470888e+07  NaN   180.0     d"
181,181,565046997,1448535795,2021-11-01 11:25:22,,0 days 00:04:27,2021-11-01 11:29:49,,False,,2675,7.5,False,181,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.650470e+08  NaN   181.0     o
2  1.448536e+09  NaN   181.0     d"
182,182,2635624112,1393024904,2021-11-01 11:25:33,,0 days 00:04:34,2021-11-01 11:30:07,,False,,2744,7.5,False,182,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.635624e+09  NaN   182.0     o
2  1.393025e+09  NaN   182.0     d"
183,183,1435362406,44883032,2021-11-01 11:25:38,,0 days 00:04:52,2021-11-01 11:30:30,,False,,2928,7.5,False,183,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   183.0     o
2  4.488303e+07  NaN   183.0     d"
184,184,44805508,629555884,2021-11-01 11:26:53,,0 days 00:04:20,2021-11-01 11:31:13,,False,,2609,7.5,False,184,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44805508.0  NaN   184.0     o
2  629555884.0  NaN   184.0     d"
185,185,1679761049,1519889820,2021-11-01 11:27:30,,0 days 00:05:07,2021-11-01 11:32:37,,False,,3076,7.5,False,185,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   185.0     o
2  1.519890e+09  NaN   185.0     d"
186,186,643586473,4498838079,2021-11-01 11:28:09,,0 days 00:03:54,2021-11-01 11:32:03,,False,,2347,7.5,False,186,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.435865e+08  NaN   186.0     o
2  4.498838e+09  NaN   186.0     d"
187,187,44822489,30016684,2021-11-01 11:28:13,,0 days 00:06:29,2021-11-01 11:34:42,,False,,3896,7.5,False,187,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44822489.0  NaN   187.0     o
2  30016684.0  NaN   187.0     d"
188,188,44859599,1269112834,2021-11-01 11:29:23,,0 days 00:04:09,2021-11-01 11:33:32,,False,,2494,7.5,False,188,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485960e+07  NaN   188.0     o
2  1.269113e+09  NaN   188.0     d"
189,189,6248301254,44816467,2021-11-01 11:29:32,,0 days 00:05:49,2021-11-01 11:35:21,,False,,3494,7.5,False,189,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.248301e+09  NaN   189.0     o
2  4.481647e+07  NaN   189.0     d"
190,190,1620149364,1530303594,2021-11-01 11:30:00,,0 days 00:03:42,2021-11-01 11:33:42,,False,,2223,7.5,False,190,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.620149e+09  NaN   190.0     o
2  1.530304e+09  NaN   190.0     d"
191,191,630748809,626009978,2021-11-01 11:31:23,,0 days 00:04:12,2021-11-01 11:35:35,,False,,2523,7.5,False,191,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  630748809.0  NaN   191.0     o
2  626009978.0  NaN   191.0     d"
192,192,559613190,44742832,2021-11-01 11:31:31,,0 days 00:06:40,2021-11-01 11:38:11,,False,,4009,7.5,False,192,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  559613190.0  NaN   192.0     o
2   44742832.0  NaN   192.0     d"
193,193,44738668,1569647891,2021-11-01 11:32:20,,0 days 00:06:17,2021-11-01 11:38:37,,False,,3776,7.5,False,193,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.473867e+07  NaN   193.0     o
2  1.569648e+09  NaN   193.0     d"
194,194,44817944,1530303664,2021-11-01 11:32:35,,0 days 00:04:00,2021-11-01 11:36:35,,False,,2403,7.5,False,194,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481794e+07  NaN   194.0     o
2  1.530304e+09  NaN   194.0     d"
195,195,1435362534,4053473202,2021-11-01 11:32:51,,0 days 00:04:27,2021-11-01 11:37:18,,False,,2677,7.5,False,195,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435363e+09  NaN   195.0     o
2  4.053473e+09  NaN   195.0     d"
196,196,1519890000,1015968754,2021-11-01 11:33:04,,0 days 00:06:10,2021-11-01 11:39:14,,False,,3701,7.5,False,196,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.519890e+09  NaN   196.0     o
2  1.015969e+09  NaN   196.0     d"
197,197,1584502763,3720505062,2021-11-01 11:33:24,,0 days 00:04:37,2021-11-01 11:38:01,,False,,2778,7.5,False,197,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584503e+09  NaN   197.0     o
2  3.720505e+09  NaN   197.0     d"
198,198,267538410,486605682,2021-11-01 11:35:12,,0 days 00:06:20,2021-11-01 11:41:32,,False,,3806,7.5,False,198,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  267538410.0  NaN   198.0     o
2  486605682.0  NaN   198.0     d"
199,199,4564972422,1515821435,2021-11-01 11:35:59,,0 days 00:05:03,2021-11-01 11:41:02,,False,,3038,7.5,False,199,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.564972e+09  NaN   199.0     o
2  1.515821e+09  NaN   199.0     d"
200,200,365993500,44825829,2021-11-01 11:36:54,,0 days 00:04:18,2021-11-01 11:41:12,,False,,2587,7.5,False,200,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  365993500.0  NaN   200.0     o
2   44825829.0  NaN   200.0     d"
201,201,5356459943,1569975209,2021-11-01 11:38:41,,0 days 00:03:22,2021-11-01 11:42:03,,False,,2025,7.5,False,201,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.356460e+09  NaN   201.0     o
2  1.569975e+09  NaN   201.0     d"
202,202,1584637090,3709850020,2021-11-01 11:39:45,,0 days 00:04:19,2021-11-01 11:44:04,,False,,2590,7.5,False,202,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584637e+09  NaN   202.0     o
2  3.709850e+09  NaN   202.0     d"
203,203,1435362418,44736847,2021-11-01 11:40:19,,0 days 00:08:20,2021-11-01 11:48:39,,False,,5007,7.5,False,203,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   203.0     o
2  4.473685e+07  NaN   203.0     d"
204,204,1421472381,44784312,2021-11-01 11:41:47,,0 days 00:06:35,2021-11-01 11:48:22,,False,,3957,7.5,False,204,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.421472e+09  NaN   204.0     o
2  4.478431e+07  NaN   204.0     d"
205,205,1371031395,44787298,2021-11-01 11:42:09,,0 days 00:04:52,2021-11-01 11:47:01,,False,,2927,7.5,False,205,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.371031e+09  NaN   205.0     o
2  4.478730e+07  NaN   205.0     d"
206,206,2374392592,1413910874,2021-11-01 11:43:52,,0 days 00:03:57,2021-11-01 11:47:49,,False,,2378,7.5,False,206,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.374393e+09  NaN   206.0     o
2  1.413911e+09  NaN   206.0     d"
207,207,44861088,4968645019,2021-11-01 11:44:09,,0 days 00:04:49,2021-11-01 11:48:58,,False,,2899,7.5,False,207,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486109e+07  NaN   207.0     o
2  4.968645e+09  NaN   207.0     d"
208,208,44868826,1413911024,2021-11-01 11:44:51,,0 days 00:03:24,2021-11-01 11:48:15,,False,,2047,7.5,False,208,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486883e+07  NaN   208.0     o
2  1.413911e+09  NaN   208.0     d"
209,209,503608237,7098470110,2021-11-01 11:45:39,,0 days 00:05:22,2021-11-01 11:51:01,,False,,3228,7.5,False,209,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.036082e+08  NaN   209.0     o
2  7.098470e+09  NaN   209.0     d"
210,210,7170315205,44822065,2021-11-01 11:45:50,,0 days 00:04:05,2021-11-01 11:49:55,,False,,2456,7.5,False,210,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.170315e+09  NaN   210.0     o
2  4.482206e+07  NaN   210.0     d"
211,211,44827614,44858082,2021-11-01 11:48:09,,0 days 00:05:03,2021-11-01 11:53:12,,False,,3037,7.5,False,211,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44827614.0  NaN   211.0     o
2  44858082.0  NaN   211.0     d"
212,212,1413910858,582518306,2021-11-01 11:48:11,,0 days 00:04:38,2021-11-01 11:52:49,,False,,2789,7.5,False,212,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   212.0     o
2  5.825183e+08  NaN   212.0     d"
213,213,44864976,44803328,2021-11-01 11:51:00,,0 days 00:04:21,2021-11-01 11:55:21,,False,,2610,7.5,False,213,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44864976.0  NaN   213.0     o
2  44803328.0  NaN   213.0     d"
214,214,629555884,44844067,2021-11-01 11:51:01,,0 days 00:03:55,2021-11-01 11:54:56,,False,,2357,7.5,False,214,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  629555884.0  NaN   214.0     o
2   44844067.0  NaN   214.0     d"
215,215,1435362424,1448535785,2021-11-01 11:51:05,,0 days 00:07:42,2021-11-01 11:58:47,,False,,4625,7.5,False,215,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   215.0     o
2  1.448536e+09  NaN   215.0     d"
216,216,44814389,1402734682,2021-11-01 11:51:15,,0 days 00:06:17,2021-11-01 11:57:32,,False,,3779,7.5,False,216,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481439e+07  NaN   216.0     o
2  1.402735e+09  NaN   216.0     d"
217,217,1830058780,1584562931,2021-11-01 11:53:14,,0 days 00:03:42,2021-11-01 11:56:56,,False,,2223,7.5,False,217,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.830059e+09  NaN   217.0     o
2  1.584563e+09  NaN   217.0     d"
218,218,4552156086,44815349,2021-11-01 11:53:19,,0 days 00:04:02,2021-11-01 11:57:21,,False,,2429,7.5,False,218,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.552156e+09  NaN   218.0     o
2  4.481535e+07  NaN   218.0     d"
219,219,1448535812,44859966,2021-11-01 11:54:20,,0 days 00:07:22,2021-11-01 12:01:42,,False,,4422,7.5,False,219,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   219.0     o
2  4.485997e+07  NaN   219.0     d"
220,220,1566353769,1508965073,2021-11-01 11:54:20,,0 days 00:06:03,2021-11-01 12:00:23,,False,,3639,7.5,False,220,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.566354e+09  NaN   220.0     o
2  1.508965e+09  NaN   220.0     d"
221,221,366654673,1402734754,2021-11-01 11:54:28,,0 days 00:06:35,2021-11-01 12:01:03,,False,,3957,7.5,False,221,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.666547e+08  NaN   221.0     o
2  1.402735e+09  NaN   221.0     d"
222,222,1530303709,44827614,2021-11-01 11:55:45,,0 days 00:03:47,2021-11-01 11:59:32,,False,,2277,7.5,False,222,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN   222.0     o
2  4.482761e+07  NaN   222.0     d"
223,223,1831506883,1851699238,2021-11-01 11:55:47,,0 days 00:09:19,2021-11-01 12:05:06,,False,,5590,7.5,False,223,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.831507e+09  NaN   223.0     o
2  1.851699e+09  NaN   223.0     d"
224,224,5605799278,44809902,2021-11-01 11:55:48,,0 days 00:08:01,2021-11-01 12:03:49,,False,,4813,7.5,False,224,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.605799e+09  NaN   224.0     o
2  4.480990e+07  NaN   224.0     d"
225,225,1838103225,44814377,2021-11-01 11:56:10,,0 days 00:05:40,2021-11-01 12:01:50,,False,,3400,7.5,False,225,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.838103e+09  NaN   225.0     o
2  4.481438e+07  NaN   225.0     d"
226,226,1448535806,630748802,2021-11-01 11:56:52,,0 days 00:06:26,2021-11-01 12:03:18,,False,,3864,7.5,False,226,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   226.0     o
2  6.307488e+08  NaN   226.0     d"
227,227,44712548,1510592029,2021-11-01 11:57:34,,0 days 00:05:45,2021-11-01 12:03:19,,False,,3459,7.5,False,227,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.471255e+07  NaN   227.0     o
2  1.510592e+09  NaN   227.0     d"
228,228,629532196,44714873,2021-11-01 11:57:37,,0 days 00:08:12,2021-11-01 12:05:49,,False,,4927,7.5,False,228,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  629532196.0  NaN   228.0     o
2   44714873.0  NaN   228.0     d"
229,229,44859599,4968645028,2021-11-01 11:58:10,,0 days 00:04:56,2021-11-01 12:03:06,,False,,2960,7.5,False,229,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485960e+07  NaN   229.0     o
2  4.968645e+09  NaN   229.0     d"
230,230,1448535729,5159209866,2021-11-01 11:59:15,,0 days 00:06:52,2021-11-01 12:06:07,,False,,4123,7.5,False,230,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   230.0     o
2  5.159210e+09  NaN   230.0     d"
231,231,44816475,1620258009,2021-11-01 12:00:10,,0 days 00:04:39,2021-11-01 12:04:49,,False,,2797,7.5,False,231,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481648e+07  NaN   231.0     o
2  1.620258e+09  NaN   231.0     d"
232,232,1571088417,44822489,2021-11-01 12:01:02,,0 days 00:03:24,2021-11-01 12:04:26,,False,,2043,7.5,False,232,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.571088e+09  NaN   232.0     o
2  4.482249e+07  NaN   232.0     d"
233,233,1580650064,479606973,2021-11-01 12:02:41,,0 days 00:03:47,2021-11-01 12:06:28,,False,,2272,7.5,False,233,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.580650e+09  NaN   233.0     o
2  4.796070e+08  NaN   233.0     d"
234,234,1848200749,44824666,2021-11-01 12:04:01,,0 days 00:05:25,2021-11-01 12:09:26,,False,,3250,7.5,False,234,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.848201e+09  NaN   234.0     o
2  4.482467e+07  NaN   234.0     d"
235,235,2374392592,44836387,2021-11-01 12:05:09,,0 days 00:04:14,2021-11-01 12:09:23,,False,,2544,7.5,False,235,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.374393e+09  NaN   235.0     o
2  4.483639e+07  NaN   235.0     d"
236,236,4846026455,1448535914,2021-11-01 12:06:51,,0 days 00:04:59,2021-11-01 12:11:50,,False,,2990,7.5,False,236,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.846026e+09  NaN   236.0     o
2  1.448536e+09  NaN   236.0     d"
237,237,44843606,1258470923,2021-11-01 12:07:01,,0 days 00:04:41,2021-11-01 12:11:42,,False,,2813,7.5,False,237,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484361e+07  NaN   237.0     o
2  1.258471e+09  NaN   237.0     d"
238,238,6597272889,5124546089,2021-11-01 12:08:07,,0 days 00:04:38,2021-11-01 12:12:45,,False,,2785,7.5,False,238,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.597273e+09  NaN   238.0     o
2  5.124546e+09  NaN   238.0     d"
239,239,1575265140,1258470923,2021-11-01 12:09:28,,0 days 00:05:04,2021-11-01 12:14:32,,False,,3041,7.5,False,239,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.575265e+09  NaN   239.0     o
2  1.258471e+09  NaN   239.0     d"
240,240,3377240326,1516978174,2021-11-01 12:10:11,,0 days 00:04:22,2021-11-01 12:14:33,,False,,2625,7.5,False,240,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.377240e+09  NaN   240.0     o
2  1.516978e+09  NaN   240.0     d"
241,241,1584637090,44773017,2021-11-01 12:10:30,,0 days 00:03:40,2021-11-01 12:14:10,,False,,2202,7.5,False,241,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584637e+09  NaN   241.0     o
2  4.477302e+07  NaN   241.0     d"
242,242,44834683,44787298,2021-11-01 12:10:41,,0 days 00:05:21,2021-11-01 12:16:02,,False,,3212,7.5,False,242,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44834683.0  NaN   242.0     o
2  44787298.0  NaN   242.0     d"
243,243,2328071529,1552651408,2021-11-01 12:11:26,,0 days 00:03:32,2021-11-01 12:14:58,,False,,2127,7.5,False,243,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.328072e+09  NaN   243.0     o
2  1.552651e+09  NaN   243.0     d"
244,244,1565882142,565046998,2021-11-01 12:12:14,,0 days 00:05:16,2021-11-01 12:17:30,,False,,3169,7.5,False,244,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.565882e+09  NaN   244.0     o
2  5.650470e+08  NaN   244.0     d"
245,245,1854067405,44824147,2021-11-01 12:13:58,,0 days 00:03:57,2021-11-01 12:17:55,,False,,2376,7.5,False,245,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.854067e+09  NaN   245.0     o
2  4.482415e+07  NaN   245.0     d"
246,246,44866496,44796944,2021-11-01 12:14:13,,0 days 00:04:09,2021-11-01 12:18:22,,False,,2490,7.5,False,246,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44866496.0  NaN   246.0     o
2  44796944.0  NaN   246.0     d"
247,247,313319585,5750212521,2021-11-01 12:15:07,,0 days 00:03:52,2021-11-01 12:18:59,,False,,2327,7.5,False,247,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.133196e+08  NaN   247.0     o
2  5.750213e+09  NaN   247.0     d"
248,248,1413911135,1391531564,2021-11-01 12:17:47,,0 days 00:05:06,2021-11-01 12:22:53,,False,,3062,7.5,False,248,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   248.0     o
2  1.391532e+09  NaN   248.0     d"
249,249,44890549,44827614,2021-11-01 12:17:59,,0 days 00:03:46,2021-11-01 12:21:45,,False,,2268,7.5,False,249,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44890549.0  NaN   249.0     o
2  44827614.0  NaN   249.0     d"
250,250,1402734501,5235337217,2021-11-01 12:18:37,,0 days 00:05:05,2021-11-01 12:23:42,,False,,3055,7.5,False,250,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   250.0     o
2  5.235337e+09  NaN   250.0     d"
251,251,44858614,44814387,2021-11-01 12:19:12,,0 days 00:04:00,2021-11-01 12:23:12,,False,,2408,7.5,False,251,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44858614.0  NaN   251.0     o
2  44814387.0  NaN   251.0     d"
252,252,1519889948,1571087701,2021-11-01 12:22:04,,0 days 00:03:45,2021-11-01 12:25:49,,False,,2254,7.5,False,252,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.519890e+09  NaN   252.0     o
2  1.571088e+09  NaN   252.0     d"
253,253,44801590,4124549374,2021-11-01 12:23:55,,0 days 00:04:52,2021-11-01 12:28:47,,False,,2920,7.5,False,253,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.480159e+07  NaN   253.0     o
2  4.124549e+09  NaN   253.0     d"
254,254,503608237,44833576,2021-11-01 12:24:23,,0 days 00:05:29,2021-11-01 12:29:52,,False,,3294,7.5,False,254,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  503608237.0  NaN   254.0     o
2   44833576.0  NaN   254.0     d"
255,255,6597272889,44836384,2021-11-01 12:24:43,,0 days 00:04:12,2021-11-01 12:28:55,,False,,2523,7.5,False,255,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.597273e+09  NaN   255.0     o
2  4.483638e+07  NaN   255.0     d"
256,256,7098468085,1571091924,2021-11-01 12:26:30,,0 days 00:04:42,2021-11-01 12:31:12,,False,,2826,7.5,False,256,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.098468e+09  NaN   256.0     o
2  1.571092e+09  NaN   256.0     d"
257,257,44841575,1402734794,2021-11-01 12:27:00,,0 days 00:05:24,2021-11-01 12:32:24,,False,,3249,7.5,False,257,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484158e+07  NaN   257.0     o
2  1.402735e+09  NaN   257.0     d"
258,258,7229895333,44773463,2021-11-01 12:28:55,,0 days 00:06:23,2021-11-01 12:35:18,,False,,3838,7.5,False,258,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.229895e+09  NaN   258.0     o
2  4.477346e+07  NaN   258.0     d"
