,pax_id,origin,destination,treq,tdep,ttrav,tarr,tdrop,shareable,schedule_id,dist,car_park_cost,dest_center,platform,ride_id,position,sim_schedule
492,492,1391417164,479575360,2023-06-24 15:36:47,,0 days 00:04:45,2023-06-24 15:41:32,,False,,2850,7.5,False,100,492,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.391417e+09  NaN   492.0     o
2  4.795754e+08  NaN   492.0     d"
493,493,44770471,44846571,2023-06-24 15:38:24,,0 days 00:04:52,2023-06-24 15:43:16,,False,,2927,7.5,False,100,493,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44770471.0  NaN   493.0     o
2  44846571.0  NaN   493.0     d"
494,494,1413911023,1552651470,2023-06-24 15:39:17,,0 days 00:03:26,2023-06-24 15:42:43,,False,,2065,7.5,False,100,494,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   494.0     o
2  1.552651e+09  NaN   494.0     d"
495,495,1410536856,44834656,2023-06-24 15:39:30,,0 days 00:05:02,2023-06-24 15:44:32,,False,,3024,7.5,False,100,495,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.410537e+09  NaN   495.0     o
2  4.483466e+07  NaN   495.0     d"
496,496,4502921354,4968645027,2023-06-24 15:39:30,,0 days 00:07:07,2023-06-24 15:46:37,,False,,4277,7.5,False,100,496,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.502921e+09  NaN   496.0     o
2  4.968645e+09  NaN   496.0     d"
497,497,3379659699,44821566,2023-06-24 15:40:01,,0 days 00:08:43,2023-06-24 15:48:44,,False,,5230,7.5,False,100,497,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.379660e+09  NaN   497.0     o
2  4.482157e+07  NaN   497.0     d"
498,498,1563023404,1584013869,2023-06-24 15:41:48,,0 days 00:04:28,2023-06-24 15:46:16,,False,,2688,7.5,False,100,498,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.563023e+09  NaN   498.0     o
2  1.584014e+09  NaN   498.0     d"
499,499,44779743,44887249,2023-06-24 15:46:18,,0 days 00:06:18,2023-06-24 15:52:36,,False,,3784,7.5,False,100,499,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44779743.0  NaN   499.0     o
2  44887249.0  NaN   499.0     d"
500,500,44710713,1448535913,2023-06-24 15:47:39,,0 days 00:06:13,2023-06-24 15:53:52,,False,,3736,7.5,False,100,500,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.471071e+07  NaN   500.0     o
2  1.448536e+09  NaN   500.0     d"
501,501,44858832,4228809539,2023-06-24 15:48:59,,0 days 00:04:39,2023-06-24 15:53:38,,False,,2797,7.5,False,100,501,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485883e+07  NaN   501.0     o
2  4.228810e+09  NaN   501.0     d"
502,502,582004873,3669218076,2023-06-24 15:52:27,,0 days 00:04:04,2023-06-24 15:56:31,,False,,2443,7.5,False,100,502,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.820049e+08  NaN   502.0     o
2  3.669218e+09  NaN   502.0     d"
503,503,672526443,3216669367,2023-06-24 15:52:37,,0 days 00:05:10,2023-06-24 15:57:47,,False,,3106,7.5,False,100,503,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.725264e+08  NaN   503.0     o
2  3.216669e+09  NaN   503.0     d"
504,504,1679761099,311132084,2023-06-24 15:53:50,,0 days 00:04:20,2023-06-24 15:58:10,,False,,2600,7.5,False,100,504,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   504.0     o
2  3.111321e+08  NaN   504.0     d"
505,505,44817967,1435362481,2023-06-24 15:54:09,,0 days 00:06:53,2023-06-24 16:01:02,,False,,4139,7.5,False,100,505,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481797e+07  NaN   505.0     o
2  1.435362e+09  NaN   505.0     d"
506,506,44905729,4617340496,2023-06-24 15:55:16,,0 days 00:04:55,2023-06-24 16:00:11,,False,,2950,7.5,False,100,506,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.490573e+07  NaN   506.0     o
2  4.617340e+09  NaN   506.0     d"
507,507,44846551,3581094279,2023-06-24 15:56:02,,0 days 00:04:41,2023-06-24 16:00:43,,False,,2818,7.5,False,100,507,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484655e+07  NaN   507.0     o
2  3.581094e+09  NaN   507.0     d"
508,508,44740937,44838797,2023-06-24 15:56:03,,0 days 00:05:11,2023-06-24 16:01:14,,False,,3115,7.5,False,100,508,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44740937.0  NaN   508.0     o
2  44838797.0  NaN   508.0     d"
509,509,667470905,44804961,2023-06-24 15:57:00,,0 days 00:04:37,2023-06-24 16:01:37,,False,,2779,7.5,False,100,509,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  667470905.0  NaN   509.0     o
2   44804961.0  NaN   509.0     d"
510,510,1402771499,1413911023,2023-06-24 15:57:52,,0 days 00:06:48,2023-06-24 16:04:40,,False,,4089,7.5,False,100,510,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402771e+09  NaN   510.0     o
2  1.413911e+09  NaN   510.0     d"
511,511,1552651470,2298434570,2023-06-24 15:59:47,,0 days 00:04:06,2023-06-24 16:03:53,,False,,2464,7.5,False,100,511,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.552651e+09  NaN   511.0     o
2  2.298435e+09  NaN   511.0     d"
512,512,1552650403,1449050795,2023-06-24 16:01:40,,0 days 00:04:02,2023-06-24 16:05:42,,False,,2422,7.5,False,100,512,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.552650e+09  NaN   512.0     o
2  1.449051e+09  NaN   512.0     d"
513,513,1575265438,4349049067,2023-06-24 16:02:55,,0 days 00:03:52,2023-06-24 16:06:47,,False,,2327,7.5,False,100,513,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.575265e+09  NaN   513.0     o
2  4.349049e+09  NaN   513.0     d"
514,514,44726123,2804747839,2023-06-24 16:02:56,,0 days 00:08:18,2023-06-24 16:11:14,,False,,4984,7.5,False,100,514,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.472612e+07  NaN   514.0     o
2  2.804748e+09  NaN   514.0     d"
515,515,736792564,44844067,2023-06-24 16:04:19,,0 days 00:05:10,2023-06-24 16:09:29,,False,,3106,7.5,False,100,515,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  736792564.0  NaN   515.0     o
2   44844067.0  NaN   515.0     d"
516,516,1402734822,44847008,2023-06-24 16:04:37,,0 days 00:04:28,2023-06-24 16:09:05,,False,,2686,7.5,False,100,516,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   516.0     o
2  4.484701e+07  NaN   516.0     d"
517,517,1435362475,44816467,2023-06-24 16:05:04,,0 days 00:03:27,2023-06-24 16:08:31,,False,,2071,7.5,False,100,517,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   517.0     o
2  4.481647e+07  NaN   517.0     d"
518,518,1402734957,1413910854,2023-06-24 16:05:57,,0 days 00:04:33,2023-06-24 16:10:30,,False,,2736,7.5,False,100,518,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   518.0     o
2  1.413911e+09  NaN   518.0     d"
519,519,44852429,100302898,2023-06-24 16:06:09,,0 days 00:05:43,2023-06-24 16:11:52,,False,,3434,7.5,False,100,519,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44852429.0  NaN   519.0     o
2  100302898.0  NaN   519.0     d"
520,520,44725570,1410537016,2023-06-24 16:07:55,,0 days 00:07:37,2023-06-24 16:15:32,,False,,4573,7.5,False,100,520,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.472557e+07  NaN   520.0     o
2  1.410537e+09  NaN   520.0     d"
521,521,1448535898,44862985,2023-06-24 16:08:49,,0 days 00:04:24,2023-06-24 16:13:13,,False,,2648,7.5,False,100,521,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   521.0     o
2  4.486298e+07  NaN   521.0     d"
522,522,44744585,479575362,2023-06-24 16:09:25,,0 days 00:07:25,2023-06-24 16:16:50,,False,,4458,7.5,False,100,522,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44744585.0  NaN   522.0     o
2  479575362.0  NaN   522.0     d"
523,523,390922808,260123525,2023-06-24 16:11:20,,0 days 00:05:05,2023-06-24 16:16:25,,False,,3050,7.5,False,100,523,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  390922808.0  NaN   523.0     o
2  260123525.0  NaN   523.0     d"
524,524,1583992775,44821566,2023-06-24 16:14:00,,0 days 00:06:40,2023-06-24 16:20:40,,False,,4003,7.5,False,100,524,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.583993e+09  NaN   524.0     o
2  4.482157e+07  NaN   524.0     d"
525,525,2381851915,3216669367,2023-06-24 16:15:19,,0 days 00:05:24,2023-06-24 16:20:43,,False,,3240,7.5,False,100,525,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.381852e+09  NaN   525.0     o
2  3.216669e+09  NaN   525.0     d"
526,526,1608998282,339548365,2023-06-24 16:15:29,,0 days 00:04:54,2023-06-24 16:20:23,,False,,2949,7.5,False,100,526,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   526.0     o
2  3.395484e+08  NaN   526.0     d"
527,527,7229895331,44792321,2023-06-24 16:15:45,,0 days 00:05:32,2023-06-24 16:21:17,,False,,3321,7.5,False,100,527,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.229895e+09  NaN   527.0     o
2  4.479232e+07  NaN   527.0     d"
528,528,44866152,44821027,2023-06-24 16:16:22,,0 days 00:04:04,2023-06-24 16:20:26,,False,,2447,7.5,False,100,528,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44866152.0  NaN   528.0     o
2  44821027.0  NaN   528.0     d"
529,529,44788956,1576641163,2023-06-24 16:17:01,,0 days 00:03:56,2023-06-24 16:20:57,,False,,2369,7.5,False,100,529,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.478896e+07  NaN   529.0     o
2  1.576641e+09  NaN   529.0     d"
530,530,5750212521,5507717333,2023-06-24 16:17:57,,0 days 00:05:01,2023-06-24 16:22:58,,False,,3015,7.5,False,100,530,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.750213e+09  NaN   530.0     o
2  5.507717e+09  NaN   530.0     d"
531,531,1448535839,2321923795,2023-06-24 16:18:17,,0 days 00:04:39,2023-06-24 16:22:56,,False,,2795,7.5,False,100,531,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   531.0     o
2  2.321924e+09  NaN   531.0     d"
532,532,1569646643,1519889977,2023-06-24 16:18:38,,0 days 00:06:28,2023-06-24 16:25:06,,False,,3889,7.5,False,100,532,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.569647e+09  NaN   532.0     o
2  1.519890e+09  NaN   532.0     d"
533,533,1421472378,5079641539,2023-06-24 16:18:39,,0 days 00:03:24,2023-06-24 16:22:03,,False,,2044,7.5,False,100,533,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.421472e+09  NaN   533.0     o
2  5.079642e+09  NaN   533.0     d"
534,534,1413911131,44838791,2023-06-24 16:19:18,,0 days 00:04:28,2023-06-24 16:23:46,,False,,2682,7.5,False,100,534,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   534.0     o
2  4.483879e+07  NaN   534.0     d"
535,535,44832709,1667696847,2023-06-24 16:20:31,,0 days 00:05:52,2023-06-24 16:26:23,,False,,3523,7.5,False,100,535,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.483271e+07  NaN   535.0     o
2  1.667697e+09  NaN   535.0     d"
536,536,44699979,44774832,2023-06-24 16:21:21,,0 days 00:05:07,2023-06-24 16:26:28,,False,,3079,7.5,False,100,536,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44699979.0  NaN   536.0     o
2  44774832.0  NaN   536.0     d"
537,537,44892653,4300758655,2023-06-24 16:21:52,,0 days 00:04:09,2023-06-24 16:26:01,,False,,2491,7.5,False,100,537,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.489265e+07  NaN   537.0     o
2  4.300759e+09  NaN   537.0     d"
538,538,1679761158,1576712950,2023-06-24 16:22:11,,0 days 00:05:57,2023-06-24 16:28:08,,False,,3571,7.5,False,100,538,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   538.0     o
2  1.576713e+09  NaN   538.0     d"
539,539,610474431,44818486,2023-06-24 16:24:31,,0 days 00:04:48,2023-06-24 16:29:19,,False,,2888,7.5,False,100,539,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  610474431.0  NaN   539.0     o
2   44818486.0  NaN   539.0     d"
540,540,1584013904,44730102,2023-06-24 16:24:32,,0 days 00:04:09,2023-06-24 16:28:41,,False,,2495,7.5,False,100,540,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584014e+09  NaN   540.0     o
2  4.473010e+07  NaN   540.0     d"
541,541,1571087335,2321923801,2023-06-24 16:25:31,,0 days 00:04:40,2023-06-24 16:30:11,,False,,2805,7.5,False,100,541,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.571087e+09  NaN   541.0     o
2  2.321924e+09  NaN   541.0     d"
542,542,260125197,44817944,2023-06-24 16:25:38,,0 days 00:03:51,2023-06-24 16:29:29,,False,,2318,7.5,False,100,542,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  260125197.0  NaN   542.0     o
2   44817944.0  NaN   542.0     d"
543,543,1413910851,1569975267,2023-06-24 16:27:31,,0 days 00:03:26,2023-06-24 16:30:57,,False,,2067,7.5,False,100,543,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   543.0     o
2  1.569975e+09  NaN   543.0     d"
544,544,44822077,8367860556,2023-06-24 16:28:17,,0 days 00:04:53,2023-06-24 16:33:10,,False,,2932,7.5,False,100,544,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.482208e+07  NaN   544.0     o
2  8.367861e+09  NaN   544.0     d"
545,545,715714846,1571091619,2023-06-24 16:29:32,,0 days 00:05:06,2023-06-24 16:34:38,,False,,3065,7.5,False,100,545,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.157148e+08  NaN   545.0     o
2  1.571092e+09  NaN   545.0     d"
546,546,565046992,44871798,2023-06-24 16:31:09,,0 days 00:03:31,2023-06-24 16:34:40,,False,,2112,7.5,False,100,546,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  565046992.0  NaN   546.0     o
2   44871798.0  NaN   546.0     d"
547,547,1448535909,44871798,2023-06-24 16:33:04,,0 days 00:04:41,2023-06-24 16:37:45,,False,,2814,7.5,False,100,547,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   547.0     o
2  4.487180e+07  NaN   547.0     d"
548,548,1965457552,1608998291,2023-06-24 16:33:31,,0 days 00:04:17,2023-06-24 16:37:48,,False,,2570,7.5,False,100,548,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.965458e+09  NaN   548.0     o
2  1.608998e+09  NaN   548.0     d"
549,549,247714490,1530303735,2023-06-24 16:34:30,,0 days 00:04:13,2023-06-24 16:38:43,,False,,2535,7.5,False,100,549,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.477145e+08  NaN   549.0     o
2  1.530304e+09  NaN   549.0     d"
550,550,1679761094,44833595,2023-06-24 16:35:04,,0 days 00:08:10,2023-06-24 16:43:14,,False,,4909,7.5,False,100,550,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   550.0     o
2  4.483360e+07  NaN   550.0     d"
551,551,44864981,44759037,2023-06-24 16:36:48,,0 days 00:05:32,2023-06-24 16:42:20,,False,,3325,7.5,False,100,551,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44864981.0  NaN   551.0     o
2  44759037.0  NaN   551.0     d"
552,552,2162658839,1608998210,2023-06-24 16:37:02,,0 days 00:03:23,2023-06-24 16:40:25,,False,,2037,7.5,False,100,552,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.162659e+09  NaN   552.0     o
2  1.608998e+09  NaN   552.0     d"
553,553,44744585,44845664,2023-06-24 16:38:08,,0 days 00:05:41,2023-06-24 16:43:49,,False,,3417,7.5,False,100,553,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44744585.0  NaN   553.0     o
2  44845664.0  NaN   553.0     d"
554,554,44733375,1474883281,2023-06-24 16:39:38,,0 days 00:04:56,2023-06-24 16:44:34,,False,,2964,7.5,False,100,554,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.473338e+07  NaN   554.0     o
2  1.474883e+09  NaN   554.0     d"
555,555,1668136736,4986579676,2023-06-24 16:39:41,,0 days 00:10:16,2023-06-24 16:49:57,,False,,6166,7.5,False,100,555,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.668137e+09  NaN   555.0     o
2  4.986580e+09  NaN   555.0     d"
556,556,479575357,620834410,2023-06-24 16:40:40,,0 days 00:04:43,2023-06-24 16:45:23,,False,,2838,7.5,False,100,556,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  479575357.0  NaN   556.0     o
2  620834410.0  NaN   556.0     d"
557,557,1402734944,4349049062,2023-06-24 16:41:06,,0 days 00:03:42,2023-06-24 16:44:48,,False,,2223,7.5,False,100,557,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   557.0     o
2  4.349049e+09  NaN   557.0     d"
558,558,1668136731,44807530,2023-06-24 16:41:20,,0 days 00:06:08,2023-06-24 16:47:28,,False,,3681,7.5,False,100,558,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.668137e+09  NaN   558.0     o
2  4.480753e+07  NaN   558.0     d"
559,559,5052031931,1435362490,2023-06-24 16:43:42,,0 days 00:08:15,2023-06-24 16:51:57,,False,,4950,7.5,False,100,559,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.052032e+09  NaN   559.0     o
2  1.435362e+09  NaN   559.0     d"
560,560,44841998,44801590,2023-06-24 16:44:10,,0 days 00:07:16,2023-06-24 16:51:26,,False,,4369,7.5,False,100,560,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44841998.0  NaN   560.0     o
2  44801590.0  NaN   560.0     d"
561,561,1608998291,484468704,2023-06-24 16:44:28,,0 days 00:04:16,2023-06-24 16:48:44,,False,,2562,7.5,False,100,561,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   561.0     o
2  4.844687e+08  NaN   561.0     d"
562,562,44808574,4831030183,2023-06-24 16:44:48,,0 days 00:05:24,2023-06-24 16:50:12,,False,,3246,7.5,False,100,562,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.480857e+07  NaN   562.0     o
2  4.831030e+09  NaN   562.0     d"
563,563,7098466876,4968645028,2023-06-24 16:45:46,,0 days 00:05:14,2023-06-24 16:51:00,,False,,3142,7.5,False,100,563,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.098467e+09  NaN   563.0     o
2  4.968645e+09  NaN   563.0     d"
564,564,1583992771,1421472376,2023-06-24 16:45:57,,0 days 00:03:36,2023-06-24 16:49:33,,False,,2164,7.5,False,100,564,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.583993e+09  NaN   564.0     o
2  1.421472e+09  NaN   564.0     d"
565,565,44787298,44834683,2023-06-24 16:46:34,,0 days 00:05:19,2023-06-24 16:51:53,,False,,3193,7.5,False,100,565,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44787298.0  NaN   565.0     o
2  44834683.0  NaN   565.0     d"
566,566,44841079,1361122139,2023-06-24 16:46:55,,0 days 00:04:15,2023-06-24 16:51:10,,False,,2552,7.5,False,100,566,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484108e+07  NaN   566.0     o
2  1.361122e+09  NaN   566.0     d"
567,567,1583992775,4617340491,2023-06-24 16:48:25,,0 days 00:05:47,2023-06-24 16:54:12,,False,,3470,7.5,False,100,567,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.583993e+09  NaN   567.0     o
2  4.617340e+09  NaN   567.0     d"
568,568,1679761106,2572707866,2023-06-24 16:50:10,,0 days 00:06:34,2023-06-24 16:56:44,,False,,3940,7.5,False,100,568,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   568.0     o
2  2.572708e+09  NaN   568.0     d"
569,569,44857683,1436427094,2023-06-24 16:50:53,,0 days 00:04:13,2023-06-24 16:55:06,,False,,2535,7.5,False,100,569,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485768e+07  NaN   569.0     o
2  1.436427e+09  NaN   569.0     d"
570,570,1402734731,1413911088,2023-06-24 16:51:45,,0 days 00:06:19,2023-06-24 16:58:04,,False,,3793,7.5,False,100,570,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   570.0     o
2  1.413911e+09  NaN   570.0     d"
